Date,^DJI,^GSPC,^IXIC,^RUT,Wasserstein_distances,Permutation_Entropy,Hawkes_Process
1997-03-21,6804.7900390625,784.0999755859375,1254.0699462890625,351.7300109863281,0.035347870318219066,0.32622703327957253,-0.0010299674276124078
1997-03-24,6905.25,790.8900146484375,1242.6400146484375,349.4800109863281,0.04863638849928975,0.3262746992969442,0.0013711001406226963
1997-03-25,6876.169921875,789.0700073242188,1248.06005859375,350.70001220703125,0.03937756456434727,0.32525684390335524,-0.004436912100162904
1997-03-26,6880.7001953125,790.5,1269.0799560546875,352.30999755859375,0.04291641223244369,0.3230809585393743,-0.010039564587280803
1997-03-27,6740.58984375,773.8800048828125,1249.510009765625,348.95001220703125,0.042988604167476296,0.3234009432331271,-0.006980908526956099
1997-03-31,6583.47998046875,757.1199951171875,1221.699951171875,342.55999755859375,0.045226772548630834,0.3243266163382897,-0.008674363808195732
1997-04-01,6611.0498046875,759.6400146484375,1216.9300537109375,340.8800048828125,0.04187011090107262,0.324343058947315,-0.005710517778313513
1997-04-02,6517.0,750.1099853515625,1201.0,337.7900085449219,0.04813979542814195,0.3241967643381648,0.0003510928511891501
1997-04-03,6477.39990234375,750.3200073242188,1213.760009765625,336.3800048828125,0.04666550294496119,0.32422087867010063,0.0031317160651080926
1997-04-04,6526.10009765625,757.9000244140625,1236.72998046875,340.8399963378906,0.03830958320759237,0.32372662406877695,0.0037821881598754377
1997-04-07,6555.89990234375,762.1300048828125,1251.3499755859375,344.9100036621094,0.041233656695112586,0.3235983698119074,0.001149283965603428
1997-04-08,6609.2001953125,766.1199951171875,1257.3699951171875,345.9700012207031,0.05057356460019946,0.3237508142239736,-0.0010954706910673634
1997-04-09,6563.7998046875,760.5999755859375,1249.4300537109375,346.7300109863281,0.05222978349775076,0.32360243762615754,-0.008186127488519782
1997-04-10,6540.0498046875,758.3400268554688,1235.77001953125,345.1600036621094,0.056774117052555084,0.32198928528493337,-0.0036907667913735607
1997-04-11,6391.7001953125,737.6500244140625,1206.9000244140625,339.25,0.06570060225203633,0.31860995197942815,0.0004892231834718354
1997-04-14,6451.89990234375,743.72998046875,1216.4100341796875,338.6099853515625,0.05717428447678685,0.31891209775406526,0.0018810543287110359
1997-04-15,6587.16015625,754.719970703125,1212.8800048828125,340.7799987792969,0.057069157250225544,0.3190591184236993,0.0013918313244675215
1997-04-16,6679.8701171875,763.530029296875,1210.27001953125,340.239990234375,0.04626870644278824,0.3188065344942025,0.0026249281798913578
1997-04-17,6658.60009765625,761.77001953125,1217.0699462890625,340.42999267578125,0.05595473223365843,0.3189959257538553,-0.0015977894259127075
1997-04-18,6703.35009765625,766.3400268554688,1222.5699462890625,341.739990234375,0.054015900706872344,0.3188234759398348,0.0027622815363371155
1997-04-21,6660.2001953125,760.3699951171875,1203.949951171875,338.2699890136719,0.04256878304295242,0.31880123235266755,0.0026416663126147192
1997-04-22,6833.60009765625,774.6099853515625,1212.739990234375,338.0899963378906,0.03424044349230826,0.3189705882441658,0.0014122698781757468
1997-04-23,6812.7001953125,773.6400146484375,1227.1400146484375,338.3999938964844,0.014824519632384181,0.3191483309867166,-0.0022815531296740727
1997-04-24,6792.2998046875,771.1799926757812,1228.0999755859375,338.5199890136719,0.016804626444354653,0.3191736840644574,0.0003194870443571806
1997-04-25,6738.89990234375,765.3699951171875,1209.2900390625,335.8500061035156,0.021340836072340608,0.3190609434458594,0.007200302719342521
1997-04-28,6783.0,772.9600219726562,1217.030029296875,336.1000061035156,0.027301313588395715,0.3192625949111683,0.0079338885521698
1997-04-29,6962.0,794.0499877929688,1242.6300048828125,340.5799865722656,0.03682913328520954,0.31938985209560783,0.006114712635599199
1997-04-30,7009.0,801.3400268554688,1260.760009765625,343.0,0.051524926675483584,0.31954326324856197,0.011037853954356648
1997-05-01,6976.5,798.530029296875,1270.5,345.6600036621094,0.04188673454336822,0.31993128727351705,0.0149010252007469
1997-05-02,7071.2001953125,812.969970703125,1305.3299560546875,353.9800109863281,0.04603614332154393,0.32034094398339924,0.008973908086378652
1997-05-05,7213.68017578125,830.2899780273438,1339.239990234375,362.42999267578125,0.05249507445842028,0.3193833116667475,0.0027401360968015436
1997-05-06,7225.2998046875,827.760009765625,1328.300048828125,361.7300109863281,0.06148781953379512,0.31956223144242807,0.0032661190195113297
1997-05-07,7085.64990234375,815.6199951171875,1322.9100341796875,360.2200012207031,0.052810764173045754,0.3191317350266188,0.003562562493994841
1997-05-08,7136.60009765625,820.260009765625,1330.8299560546875,360.1000061035156,0.04505573702044785,0.31849020916591914,0.005999089762396538
1997-05-09,7169.5,824.780029296875,1335.050048828125,361.4200134277344,0.04455566988326609,0.3187618720403418,0.0026847475416271437
1997-05-12,7292.7998046875,837.6599731445312,1344.18994140625,363.760009765625,0.04315459937788546,0.3194561749230186,0.002554478442307853
1997-05-13,7274.2001953125,833.1300048828125,1333.5899658203125,363.55999755859375,0.04844307410530746,0.3193770666847905,0.004238136493831719
1997-05-14,7286.2001953125,836.0399780273438,1335.550048828125,364.4800109863281,0.0366342191118747,0.3198138804183086,-0.0006222656096509262
1997-05-15,7333.5,841.8800048828125,1353.5799560546875,365.9100036621094,0.036278079031035304,0.3202049281817309,0.0006152547440252646
1997-05-16,7194.7001953125,829.75,1340.72998046875,365.2799987792969,0.04612363898195326,0.32001542968853675,0.0037803242197551965
1997-05-19,7228.89990234375,833.27001953125,1341.239990234375,366.57000732421875,0.05285839666612446,0.3200619193742098,0.003296628994641139
1997-05-20,7303.5,841.6599731445312,1363.8800048828125,368.20001220703125,0.04946353170089424,0.31974418217058326,0.001837802509925799
1997-05-21,7290.7001953125,839.3499755859375,1373.75,370.05999755859375,0.051381735829636455,0.31956691028072043,0.005272354355434295
1997-05-22,7258.10009765625,835.6599731445312,1372.5999755859375,371.4599914550781,0.03648545127362013,0.3190314070213885,0.005609119481763107
1997-05-23,7345.89990234375,847.030029296875,1389.719970703125,375.6700134277344,0.04362548538483679,0.3185890056550092,0.0036038470309608644
1997-05-27,7383.39990234375,849.7100219726562,1409.2099609375,376.739990234375,0.045126816956326365,0.31814281943672273,0.001592143396451339
1997-05-28,7357.2001953125,847.2100219726562,1410.1800537109375,377.7900085449219,0.04619568423368037,0.3167316636414072,0.0018786846916264825
1997-05-29,7330.2001953125,844.0800170898438,1403.0400390625,378.42999267578125,0.04915966582484543,0.3160546945694961,0.0016433243822860395
1997-05-30,7331.0,848.280029296875,1400.3199462890625,380.760009765625,0.07360924687814094,0.3161314774981064,-4.7116479800043006e-05
1997-06-02,7289.39990234375,846.3599853515625,1404.7900390625,383.5199890136719,0.06841478357669092,0.31592744540303414,-0.0014159807589323769
1997-06-03,7312.10009765625,845.47998046875,1384.9100341796875,383.2799987792969,0.07200420630805457,0.31602557224041805,0.0009231116561295164
1997-06-04,7269.7001953125,840.1099853515625,1379.6700439453125,382.6700134277344,0.0820400351438774,0.3158291379869362,0.004643648460168123
1997-06-05,7305.2998046875,843.4299926757812,1390.050048828125,384.989990234375,0.08318189852977925,0.3161421586441523,0.004586901784270122
1997-06-06,7435.7998046875,858.010009765625,1404.8399658203125,387.1400146484375,0.056591369677335024,0.31738896335615874,0.0030797145906490166
1997-06-09,7478.5,862.9099731445312,1412.0400390625,387.8999938964844,0.060026584977137816,0.3164972917790986,0.0032451049755877924
1997-06-10,7539.27001953125,865.27001953125,1401.68994140625,387.30999755859375,0.04840764810796827,0.3165393647860989,0.005343741293134488
1997-06-11,7575.7998046875,869.5700073242188,1407.8499755859375,387.6199951171875,0.03642105951439589,0.3168032884919548,0.00641154140131078
1997-06-12,7711.5,883.4600219726562,1411.3199462890625,389.5400085449219,0.05239319184329361,0.3164175475895227,0.004832578191959341
1997-06-13,7782.0,893.27001953125,1423.030029296875,392.07000732421875,0.04523388210489679,0.31621716865394117,0.003935461926086359
1997-06-16,7772.10009765625,893.9000244140625,1431.949951171875,392.20001220703125,0.047899875163950806,0.3161087953737834,0.0011248087620364764
1997-06-17,7760.7998046875,894.4199829101562,1443.1099853515625,392.54998779296875,0.04213946179455859,0.31617347040421284,0.0039159766292531095
1997-06-18,7718.7001953125,889.0599975585938,1432.4300537109375,392.4599914550781,0.03416147024836391,0.3162519288672505,0.0021636198349052047
1997-06-19,7777.10009765625,897.989990234375,1447.1400146484375,396.489990234375,0.025688763125799596,0.31572256840772867,-0.0035083114416906225
1997-06-20,7796.5,898.7000122070312,1447.0999755859375,393.6000061035156,0.02479139424394816,0.31465405395774365,0.00229763446059463
1997-06-23,7604.2998046875,878.6199951171875,1434.3199462890625,390.82000732421875,0.024592887959443033,0.3127777984250819,-0.0005949323921672499
1997-06-24,7758.06005859375,896.3400268554688,1452.4300537109375,393.29998779296875,0.029616608866490424,0.3127545028605963,-0.002014037195575982
1997-06-25,7690.0,888.989990234375,1446.239990234375,391.2200012207031,0.028030932531692088,0.31188101650669203,-6.904788757960197e-05
1997-06-26,7654.2998046875,883.6799926757812,1436.3800048828125,390.2699890136719,0.028641269193030894,0.31099174037822097,0.0007878489567443698
1997-06-27,7687.7001953125,887.2999877929688,1438.1500244140625,392.5299987792969,0.02354701387230307,0.311287685439519,0.0007304907155781388
1997-06-30,7672.7998046875,885.1400146484375,1442.0699462890625,396.3699951171875,0.0268702533794567,0.3137725909102983,0.003457655822685822
1997-07-01,7722.2998046875,891.030029296875,1438.25,394.1300048828125,0.023687298293225467,0.3136347693351007,0.005379039374392371
1997-07-02,7795.3798828125,904.030029296875,1455.6099853515625,394.7200012207031,0.02851581887807697,0.31397672641137664,0.00307481689328353
1997-07-03,7895.7998046875,916.9199829101562,1467.6099853515625,396.1700134277344,0.03250107215717435,0.3142676261481951,0.0048641647611501766
1997-07-07,7858.5,912.2000122070312,1470.739990234375,396.260009765625,0.029229444917291403,0.31430004568111686,0.0011125631187712695
1997-07-08,7962.2998046875,918.75,1485.0999755859375,398.2799987792969,0.023501361720263958,0.3147223719153096,0.002344492466945728
1997-07-09,7842.39990234375,907.5399780273438,1486.6300048828125,397.3999938964844,0.020183637854643166,0.31465072862407384,0.0035416945188141047
1997-07-10,7886.7998046875,913.780029296875,1490.9300537109375,399.1499938964844,0.020814469666220248,0.3135639554256466,0.004114263356018524
1997-07-11,7921.7998046875,916.6799926757812,1502.6199951171875,402.260009765625,0.01625160069670528,0.31274332408708716,0.005469454647576353
1997-07-14,7923.0,918.3800048828125,1523.8800048828125,403.8500061035156,0.03673113544937223,0.31232335152618895,0.008145952617511122
1997-07-15,7975.7001953125,925.760009765625,1542.1099853515625,406.3900146484375,0.03318745641574211,0.31252429748751825,0.0037512259367179484
1997-07-16,8038.89990234375,936.5900268554688,1580.6300048828125,410.2200012207031,0.042940804097066264,0.31141527796181656,-0.0016879120829518717
1997-07-17,8020.7998046875,931.6099853515625,1568.8499755859375,408.1099853515625,0.04139921098501478,0.31135555439855034,-0.0024207972862523323
1997-07-18,7890.5,915.2999877929688,1547.989990234375,405.8900146484375,0.029424233422810774,0.31053846956705566,0.0036946417168645645
1997-07-21,7906.7001953125,912.9400024414062,1536.22998046875,403.44000244140625,0.03208588424604386,0.31076759466495874,0.003479706985856881
1997-07-22,8061.60009765625,933.97998046875,1563.8599853515625,406.1600036621094,0.032490225858055055,0.31135210597757806,0.003100904212805212
1997-07-23,8088.35986328125,936.5599975585938,1567.6500244140625,407.6400146484375,0.02998278138693422,0.310696604544268,0.0020292247948381185
1997-07-24,8116.89990234375,940.2999877929688,1569.1300048828125,408.19000244140625,0.035439117229543626,0.3098398139674347,0.0009327273284868905
1997-07-25,8113.39990234375,938.7899780273438,1569.5799560546875,408.5400085449219,0.032359233242459595,0.30895796335951703,0.0023333809571925335
1997-07-28,8121.10009765625,936.4500122070312,1563.530029296875,408.67999267578125,0.03380115481559187,0.3085080096206542,0.004756722665502048
1997-07-29,8174.5,942.2899780273438,1572.3199462890625,409.8800048828125,0.030016929958947003,0.30786526216011956,0.003628058945595425
1997-07-30,8254.900390625,952.2899780273438,1588.050048828125,413.44000244140625,0.02702847809996456,0.3075067641360077,0.0015648095800617097
1997-07-31,8222.599609375,954.3099975585938,1593.81005859375,414.4800109863281,0.0258447591913864,0.3071004366388587,0.0022713066369003864
1997-08-01,8194.0,947.1400146484375,1594.3299560546875,414.2099914550781,0.03649513644631952,0.3066502385977253,0.003069445911993588
1997-08-04,8198.5,950.2999877929688,1605.449951171875,415.6300048828125,0.03998603206127882,0.30615845118457957,0.004339242266321772
1997-08-05,8187.5,952.3699951171875,1621.530029296875,418.32000732421875,0.0348126336466521,0.30606829896913856,0.0010838645486091491
1997-08-06,8259.2998046875,960.3200073242188,1630.43994140625,420.7300109863281,0.030539687955752015,0.30669755127364295,-0.004819927823399248
1997-08-07,8188.0,951.1900024414062,1624.1800537109375,420.1199951171875,0.027207260252907872,0.307622285743367,-0.0036656229828542913
1997-08-08,8031.2001953125,933.5399780273438,1598.52001953125,414.19000244140625,0.029353745048865676,0.30866528070692406,-0.005077515525318404
1997-08-11,8062.10009765625,937.0,1586.739990234375,412.6400146484375,0.027462475700303912,0.3089078221503005,-0.003631009346161224
1997-08-12,7960.7998046875,926.530029296875,1576.239990234375,411.4200134277344,0.037288942374289036,0.30834785763262207,-0.0018483128010143572
1997-08-13,7928.2998046875,922.02001953125,1583.4000244140625,411.6400146484375,0.0416514587122947,0.3080910477937993,-0.007626276454397371
1997-08-14,7942.0,924.77001953125,1586.68994140625,411.8699951171875,0.04691747506149113,0.3068179361012918,-0.002672917504904428
1997-08-15,7694.7001953125,900.8099975585938,1562.030029296875,408.5799865722656,0.03873064718209207,0.30682115636171986,0.0032484915487027573
1997-08-18,7803.35986328125,912.489990234375,1569.52001953125,408.7300109863281,0.033744797110557556,0.3073397784956288,0.006903188556208196
1997-08-19,7918.10009765625,926.010009765625,1600.7099609375,413.7900085449219,0.028826260706409812,0.3067944364109036,0.0007074614052575624
1997-08-20,8021.2001953125,939.3499755859375,1628.699951171875,419.07000732421875,0.027260900707915425,0.30750166906102744,-0.00047266434205726524
1997-08-21,7894.0,925.0499877929688,1607.3599853515625,417.0400085449219,0.02362616010941565,0.30800190040235037,-0.00016222635216602
1997-08-22,7887.89990234375,923.5399780273438,1598.68994140625,415.7300109863281,0.015925198327749968,0.30792980417714333,-0.001917221755790634
1997-08-25,7859.60009765625,920.1599731445312,1601.5699462890625,418.0899963378906,0.012205780250951648,0.3074243328765095,-0.00037801645232146284
1997-08-26,7782.2001953125,913.02001953125,1591.300048828125,418.30999755859375,0.012448831228539348,0.3072109323570934,-0.0025608867679223326
1997-08-27,7787.2998046875,913.7000122070312,1595.5400390625,420.8399963378906,0.01577433734200895,0.3070885624056589,-0.002001841187918902
1997-08-28,7694.39990234375,903.6699829101562,1581.3199462890625,421.5899963378906,0.032958839321509004,0.30589638862825613,0.00608296872816302
1997-08-29,7622.39990234375,899.469970703125,1587.3199462890625,423.42999267578125,0.027232098625972867,0.30545550807085214,0.004405699162138985
1997-09-02,7879.7998046875,927.5800170898438,1618.0899658203125,428.04998779296875,0.030983862234279513,0.3053473519043211,0.0035037629620182564
1997-09-03,7894.60009765625,927.8599853515625,1618.239990234375,428.7900085449219,0.0382285313680768,0.30500301973064003,0.0031165883183383682
1997-09-04,7867.2001953125,930.8699951171875,1624.6300048828125,429.7099914550781,0.03739956649951637,0.3052269846572039,0.0035333668416456395
1997-09-05,7822.39990234375,929.0499877929688,1635.77001953125,433.0400085449219,0.03342836885713041,0.3049863728433656,0.003671171336120597
1997-09-08,7835.2001953125,931.2000122070312,1645.3499755859375,435.989990234375,0.03332394431345165,0.3056685412516346,-0.0010388127241281347
1997-09-09,7851.89990234375,933.6199951171875,1656.219970703125,437.75,0.03448024834506214,0.30552933895152057,-0.001958157265069987
1997-09-10,7719.2998046875,919.030029296875,1639.25,436.8999938964844,0.0398062861058861,0.3056771772747209,0.0017981148137450032
1997-09-11,7661.0,912.5900268554688,1639.8599853515625,435.92999267578125,0.025358075741678476,0.30580931504664877,-8.257162450154445e-05
1997-09-12,7743.0,923.9099731445312,1649.3299560546875,440.0899963378906,0.02323531499132514,0.30607660965780037,0.006516859011974872
1997-09-15,7721.10009765625,919.77001953125,1634.9200439453125,440.1700134277344,0.018319756956771016,0.30584337237746123,0.004162829406715592
1997-09-16,7895.89990234375,945.6400146484375,1668.5999755859375,445.17999267578125,0.015784607967361808,0.3067350571051414,0.00372568328227525
1997-09-17,7886.39990234375,943.0,1666.469970703125,446.1499938964844,0.01667467108927667,0.3071022882723853,0.003387901902580806
1997-09-18,7922.7001953125,947.2899780273438,1670.02001953125,446.5,0.017593764699995518,0.30739122847142497,0.004226539260636489
1997-09-19,7917.2998046875,950.510009765625,1680.3599853515625,447.1700134277344,0.016833112575113773,0.3075405120368511,0.0028068483303646838
1997-09-22,7996.7998046875,955.4299926757812,1689.449951171875,448.9800109863281,0.019794904626905918,0.30775854415830756,2.2010496118348593e-05
1997-09-23,7970.10009765625,951.9299926757812,1697.3599853515625,449.4200134277344,0.024830951122567058,0.3076301142364012,-0.0016304339827971095
1997-09-24,7906.7001953125,944.47998046875,1687.4100341796875,448.5799865722656,0.02679056883789599,0.3077492413484516,0.0005507597422632455
1997-09-25,7848.0,937.9099731445312,1678.8900146484375,447.9200134277344,0.029173308734368776,0.30842860808114936,0.0028121852887863586
1997-09-26,7922.2001953125,945.219970703125,1682.239990234375,448.8800048828125,0.03794194111365162,0.30899253934443466,0.0010349132973160988
1997-09-29,7991.39990234375,953.3400268554688,1694.97998046875,451.30999755859375,0.042946056507882746,0.30973900356239853,0.002397117476583756
1997-09-30,7945.2998046875,947.280029296875,1685.68994140625,453.82000732421875,0.03644677745027569,0.3090762339196315,0.003207488117189123
1997-10-01,8015.5,955.4099731445312,1690.300048828125,454.69000244140625,0.044410048190869016,0.30719630952039567,0.0038312129475842815
1997-10-02,8027.5,960.4600219726562,1702.4100341796875,456.94000244140625,0.047422378612123346,0.30523739305426933,0.004475270144041932
1997-10-03,8038.60009765625,965.030029296875,1715.8699951171875,459.5199890136719,0.04364167089100535,0.30361814989528496,0.005699769861124327
1997-10-06,8100.2001953125,972.6900024414062,1721.9100341796875,461.70001220703125,0.048096136008310864,0.3041417697862178,0.0025589951391135936
1997-10-07,8178.2998046875,983.1199951171875,1737.27001953125,463.7799987792969,0.04650953417170401,0.3045458923176108,0.0015471494449870778
1997-10-08,8095.10009765625,973.8400268554688,1741.77001953125,463.6600036621094,0.049038910860706865,0.30346907307697396,0.00036379300000362796
1997-10-09,8061.39990234375,970.6199951171875,1745.8499755859375,464.54998779296875,0.051058585657227845,0.30347392946099366,0.0007599304024221603
1997-10-10,8045.2001953125,966.97998046875,1739.030029296875,465.0299987792969,0.05242127827702604,0.3032350810054886,0.00017843797619495868
1997-10-13,8072.2001953125,968.0999755859375,1742.1199951171875,465.2099914550781,0.04594303369071947,0.30214020785548956,-0.0013037047520108793
1997-10-14,8096.2998046875,970.280029296875,1732.7900390625,463.9700012207031,0.03674488905658466,0.30274892387471064,-0.0051203476833162065
1997-10-15,8058.0,965.719970703125,1723.3699951171875,462.739990234375,0.03796924336347729,0.3023622208627613,-0.008493867916201908
1997-10-16,7938.89990234375,955.25,1699.6600341796875,457.1600036621094,0.033924721530638635,0.3026585941001656,-0.0021726737937212345
1997-10-17,7847.0,944.1599731445312,1666.8499755859375,449.2900085449219,0.024931891006417572,0.30194848831496546,0.003549590564803348
1997-10-20,7921.39990234375,955.6099853515625,1685.449951171875,453.8500061035156,0.02357281476724893,0.3027031933037267,0.0014833920777389197
1997-10-21,8060.39990234375,972.280029296875,1712.5400390625,458.92999267578125,0.028277760953642428,0.30207633453028393,-0.005850585254386349
1997-10-22,8034.60009765625,968.489990234375,1708.0799560546875,458.25,0.027305134921334684,0.3024923945514364,-0.007308720424656378
1997-10-23,7847.7998046875,950.6900024414062,1671.25,449.3599853515625,0.09920118929539165,0.28739606175504706,-0.028103276184246278
1997-10-24,7715.39990234375,941.6400146484375,1650.9200439453125,447.5299987792969,0.12973608768949024,0.2394719936682531,-0.005663313053186495
1997-10-27,7161.2001953125,876.989990234375,1532.75,420.1300048828125,0.1395681981208272,0.2297447635505304,-0.0028634325159794553
1997-10-28,7498.2998046875,921.8499755859375,1603.02001953125,429.8900146484375,0.1384523283687949,0.23630487548250098,-0.007550495309949213
1997-10-29,7506.7001953125,919.1599731445312,1602.75,434.8699951171875,0.13411566391564606,0.2394950399726558,-0.00127067656751315
1997-10-30,7381.7001953125,903.6799926757812,1570.4100341796875,428.6600036621094,0.13587842181478915,0.24379845585606924,0.0069877299181892606
1997-10-31,7442.10009765625,914.6199951171875,1593.6099853515625,433.260009765625,0.13561912821949743,0.24445758913317367,0.005314017198355299
1997-11-03,7674.39990234375,938.989990234375,1629.97998046875,440.9800109863281,0.12891610079059634,0.24515195968343342,0.004610913972451659
1997-11-04,7689.10009765625,940.760009765625,1631.1500244140625,442.30999755859375,0.13630507533053193,0.24386077619159746,0.0014652661800816002
1997-11-05,7692.60009765625,942.760009765625,1637.3299560546875,444.760009765625,0.1351865864879105,0.24347783959761687,-0.0036106014224389724
1997-11-06,7683.2001953125,938.030029296875,1623.43994140625,442.8299865722656,0.14242937644558284,0.24124415638923377,-0.0038160177625002887
1997-11-07,7581.2998046875,927.510009765625,1602.4000244140625,435.2200012207031,0.14446824365841482,0.2392041075094038,-0.0030265451712153174
1997-11-10,7552.60009765625,921.1300048828125,1590.719970703125,435.3999938964844,0.15961322014177934,0.23962227396059882,-0.009625858785892135
1997-11-11,7558.7001953125,923.780029296875,1584.8599853515625,433.42999267578125,0.1685199366226305,0.24335338731657008,-0.0037555872513761342
